Gender,Attendance Rate (%),Course Engagement (%),Previous Academic Performance (%),Study Hours,Extracurricular,Mother Qualification,Father Qualification,Health Issues,Disciplinary Actions,Learning Disabilities,Socioeconomic Status,Risk
1,91,37,80,1,0,0,0,1,0,0,0,0
0,77,48,63,17,0,2,0,0,1,1,2,1
0,97,83,76,5,0,2,0,1,0,1,0,0
1,84,42,67,19,1,2,0,0,1,0,2,1
0,88,47,71,4,1,1,0,1,0,0,2,1
0,70,96,49,19,0,2,2,0,0,0,1,1
0,52,47,33,3,0,2,0,1,0,0,0,0
0,60,65,58,5,0,2,2,1,1,0,0,0
0,89,30,53,19,1,2,1,0,1,0,1,0
0,51,47,40,2,1,0,2,1,1,0,2,1
1,89,77,30,18,1,0,2,1,0,0,0,1
1,93,92,73,12,1,0,2,0,0,0,0,1
1,67,41,64,15,1,0,0,0,1,0,0,0
1,88,74,38,17,1,1,0,0,1,1,1,0
0,97,93,34,12,1,1,1,0,0,1,0,1
0,64,40,89,17,0,2,2,0,1,0,0,1
0,81,35,89,19,1,2,2,1,1,1,1,1
1,69,45,51,10,0,0,0,1,1,0,1,1
1,90,63,85,10,1,1,1,0,1,0,2,1
1,58,32,95,2,0,2,2,0,1,1,2,0
1,76,70,80,5,1,0,1,1,0,1,2,0
1,99,92,85,16,0,2,0,0,1,1,0,1
1,57,81,41,1,0,1,0,0,1,0,2,0
1,94,34,52,4,1,1,1,0,0,0,2,0
0,53,95,84,13,0,0,0,0,1,1,1,0
0,86,59,31,7,1,2,0,1,1,1,1,0
1,82,77,32,1,0,1,0,1,1,1,2,0
0,72,56,54,3,0,1,0,1,1,0,1,1
0,53,51,74,8,1,1,0,0,0,1,0,0
0,85,90,96,7,0,1,1,0,0,1,0,1
0,59,70,74,5,1,0,1,1,1,0,1,0
1,92,55,53,14,0,1,2,0,0,1,0,0
1,90,58,49,17,1,1,1,0,1,0,0,0
1,57,41,80,12,1,2,1,0,0,1,1,0
0,88,38,63,4,0,1,0,1,1,0,0,0
0,82,56,94,18,0,2,1,0,1,0,0,0
1,70,62,91,11,1,2,0,1,1,0,0,1
0,59,71,66,1,0,0,1,1,1,0,1,0
0,78,55,78,2,1,0,0,0,1,1,0,0
0,65,82,42,9,1,2,0,0,1,1,2,1
0,62,43,64,6,0,1,0,0,0,1,0,0
0,92,68,33,18,1,1,1,0,0,0,0,1
0,89,73,69,15,0,1,0,0,1,0,0,0
1,98,58,61,1,1,0,2,1,0,0,1,0
1,98,92,92,6,0,1,0,0,0,0,1,1
1,79,40,65,4,0,0,2,1,1,0,0,1
0,84,31,87,14,0,0,2,0,0,0,2,0
1,60,93,42,3,0,1,0,1,1,0,2,0
1,75,88,83,12,0,0,1,0,1,1,1,1
1,72,54,89,6,1,1,2,0,1,1,1,1
0,63,97,89,5,1,1,2,1,0,0,0,0
0,89,32,66,6,0,1,2,1,0,1,1,1
0,77,78,42,18,0,2,0,0,0,0,2,0
1,51,50,98,3,1,2,0,1,0,1,0,0
1,95,46,70,4,0,1,0,0,0,1,2,1
1,81,60,69,6,1,0,0,0,0,1,2,0
0,96,99,46,3,0,2,0,0,0,0,1,1
0,77,72,42,9,0,1,0,0,0,1,2,1
1,51,46,81,15,0,0,0,0,0,1,0,1
1,72,38,52,10,0,0,0,1,1,0,1,0
1,50,78,85,3,0,2,0,0,1,1,1,1
1,59,46,86,11,1,0,0,1,1,1,2,0
0,88,58,41,6,0,1,2,0,1,0,1,0
1,73,87,40,4,0,1,0,1,0,0,2,0
1,67,46,75,1,1,2,1,0,1,0,2,1
1,64,53,42,4,0,2,1,1,0,1,0,1
1,67,92,45,5,0,2,0,0,0,1,0,1
1,77,32,88,8,0,1,1,0,0,0,2,1
1,85,86,67,2,1,2,0,0,0,1,1,0
1,86,71,84,15,1,1,0,1,1,0,2,1
0,80,68,50,19,0,1,0,1,0,1,0,1
1,51,45,70,3,1,0,0,0,0,0,0,1
0,88,35,82,3,1,0,2,0,1,0,2,1
1,90,77,89,14,0,2,0,1,0,0,2,1
1,54,56,83,13,1,1,2,1,0,0,0,0
0,97,36,91,11,1,2,2,1,0,1,0,0
0,88,33,61,3,0,2,0,0,1,1,0,0
0,55,32,51,19,1,0,0,0,0,0,2,0
1,76,90,81,4,1,2,2,1,1,0,1,0
0,91,69,63,4,0,0,0,0,0,0,1,0
1,55,38,93,11,0,2,1,0,0,0,2,1
0,69,34,72,19,0,1,2,0,0,1,0,1
0,74,33,74,11,1,2,0,1,0,1,1,1
1,64,40,33,8,0,0,2,1,0,0,1,0
0,69,95,84,4,0,1,1,1,0,1,0,1
0,67,51,62,18,1,2,1,1,0,1,0,1
0,65,38,83,18,1,2,2,0,1,0,0,1
1,63,77,94,16,0,1,0,1,0,0,0,0
1,86,51,92,19,1,2,2,0,0,0,0,1
1,91,43,55,19,1,0,0,1,1,0,2,0
0,69,68,65,1,0,0,0,0,0,1,2,1
1,86,60,43,17,0,0,1,1,0,1,1,0
0,76,39,34,18,1,0,0,0,0,1,2,0
1,55,79,97,17,0,0,0,0,1,1,1,0
1,87,96,47,7,0,0,2,0,0,1,0,1
0,62,45,46,8,1,1,2,0,0,1,2,0
1,96,78,31,1,0,2,0,1,1,0,0,1
0,51,31,45,18,1,1,1,1,1,0,2,1
1,80,47,65,16,1,0,2,0,0,0,2,0
0,93,72,92,17,0,0,1,1,1,1,0,1
0,62,37,41,2,1,2,2,0,0,1,0,1
0,56,45,84,5,1,2,2,0,0,1,2,0
0,91,85,68,11,1,1,2,1,0,1,2,1
1,61,84,96,17,1,0,0,1,1,0,2,1
1,54,38,34,17,0,2,2,0,0,0,0,0
1,84,70,32,15,0,2,1,0,0,1,1,0
1,78,33,83,9,0,1,1,1,1,1,2,1
1,90,68,93,7,1,0,2,1,0,1,0,1
1,53,71,54,17,1,1,2,0,0,0,1,1
1,51,46,71,12,0,0,2,1,1,0,2,0
1,64,84,30,18,1,0,1,1,1,1,2,1
0,88,58,56,4,0,0,1,1,1,1,0,0
0,94,59,98,6,0,1,0,1,0,0,2,1
0,65,33,42,1,0,2,0,1,0,1,1,0
1,90,55,37,16,0,1,1,1,1,1,2,1
1,92,46,44,11,1,1,0,1,0,0,0,1
0,60,89,60,13,0,2,2,0,1,0,2,1
1,80,67,41,14,0,0,1,1,0,0,0,0
0,72,92,78,12,0,2,0,1,1,1,0,0
0,76,47,91,2,0,2,0,1,1,1,2,0
1,63,70,90,11,1,1,2,0,0,1,1,1
0,67,87,89,2,0,2,1,0,0,0,2,1
0,99,70,94,9,0,1,1,0,0,0,0,0
0,73,55,54,13,1,2,0,0,0,1,1,1
1,66,97,91,8,0,2,1,0,0,0,0,0
1,85,45,72,18,0,0,0,0,1,0,0,0
0,55,51,56,5,0,1,0,0,1,1,2,0
1,80,38,56,2,0,0,1,0,0,1,0,1
0,84,33,62,10,1,0,0,0,0,0,0,1
1,84,68,90,17,0,0,0,1,0,1,2,1
0,96,94,49,12,0,0,0,1,1,0,2,1
0,65,37,46,8,1,1,0,0,0,0,0,1
0,55,81,50,18,1,0,2,1,1,1,2,1
0,98,58,40,13,1,1,0,0,0,0,1,0
1,52,77,33,15,0,2,0,0,1,1,2,1
0,95,42,49,10,0,0,1,0,0,1,1,0
0,79,89,77,4,0,2,1,1,0,0,1,0
1,77,58,91,9,1,0,1,1,1,0,1,0
0,54,47,36,16,1,0,1,0,1,0,0,0
1,72,31,84,1,1,0,0,1,0,1,0,1
0,60,66,67,6,0,0,1,0,1,0,0,0
0,97,60,96,14,1,1,0,1,0,0,1,0
0,90,45,56,15,0,2,1,0,0,0,1,1
1,57,36,75,10,0,1,2,1,1,0,1,0
1,91,70,31,13,1,2,2,0,0,0,0,0
1,91,72,93,2,0,0,2,0,1,1,1,0
0,55,93,77,17,0,2,2,1,1,0,1,1
1,67,63,99,14,1,2,1,1,0,1,1,1
0,78,59,39,18,1,2,0,1,1,1,2,1
0,60,40,68,14,1,2,0,0,1,1,1,1
1,54,74,81,16,0,0,1,1,0,0,0,1
1,95,62,71,6,0,1,2,0,1,0,2,1
1,75,82,92,9,0,2,0,0,0,0,2,0
1,65,43,98,8,1,0,0,0,1,1,1,0
1,95,31,32,12,1,2,1,1,0,1,1,0
1,92,40,66,10,0,0,2,0,1,1,2,0
1,81,65,91,17,0,1,0,0,0,1,2,0
1,62,59,69,17,0,1,0,1,1,1,0,0
1,56,30,81,11,0,1,0,0,0,0,0,0
0,66,45,66,9,0,1,0,0,0,1,1,0
1,73,34,85,2,1,1,1,0,0,1,0,1
0,56,90,71,12,0,0,1,1,1,0,0,0
0,71,86,87,7,1,1,0,0,1,1,0,1
1,71,61,36,12,0,2,2,1,0,0,1,0
1,91,54,34,10,1,0,0,1,1,0,1,0
1,86,92,30,6,0,0,0,0,0,0,1,1
0,54,60,87,18,1,1,2,0,1,1,2,0
0,64,73,36,7,1,0,0,1,1,0,2,1
0,82,44,90,3,1,2,0,0,1,1,2,0
1,77,38,68,3,1,0,1,1,1,1,1,0
1,63,62,39,8,0,0,0,1,0,0,0,1
1,57,64,64,7,1,0,0,0,1,1,1,0
1,80,77,61,14,0,1,2,1,1,0,0,1
1,96,79,30,14,1,1,2,0,0,0,1,0
1,66,32,86,1,0,1,2,1,0,1,1,1
0,75,76,65,11,1,0,0,0,1,0,1,0
1,71,77,56,8,0,2,1,1,1,0,0,1
0,91,50,58,9,1,2,1,0,0,1,0,0
1,99,90,76,19,1,2,0,1,1,0,2,1
0,93,38,58,5,1,0,1,1,1,0,0,1
1,95,88,88,8,1,2,2,0,0,0,1,1
1,65,92,70,8,0,0,1,1,1,0,2,0
0,56,32,91,6,0,1,0,0,0,1,1,1
0,88,55,84,5,1,1,0,1,0,1,1,1
0,99,60,46,2,1,2,2,1,0,0,2,0
0,86,86,34,12,1,2,0,0,1,1,2,0
0,61,82,36,4,0,2,1,1,0,0,2,1
0,62,53,97,11,1,2,1,1,0,0,2,0
0,55,89,57,14,0,0,2,0,0,0,2,0
1,85,33,35,15,1,0,1,0,1,0,1,1
0,72,95,81,1,1,1,2,0,1,1,2,1
1,50,92,33,2,1,0,1,0,1,0,2,0
1,67,71,75,9,0,1,2,0,1,0,1,1
1,73,82,64,9,0,0,1,1,0,1,2,1
0,50,76,54,5,1,2,2,0,1,1,1,1
0,89,78,72,16,0,1,2,1,1,0,2,1
1,72,58,59,4,0,2,1,0,1,1,0,1
1,51,79,97,18,0,1,1,1,1,0,2,1
1,92,67,86,1,0,1,0,1,1,1,0,1
1,78,30,70,6,0,2,1,1,0,1,2,1
1,74,41,55,13,0,2,2,0,1,0,0,1
1,84,83,36,10,0,1,0,0,0,1,1,1
1,50,47,39,3,1,0,1,1,1,0,0,0
1,54,49,85,18,0,1,1,1,1,1,0,0
1,87,35,49,19,1,1,1,0,0,0,2,1
0,81,33,81,11,0,0,1,1,0,0,0,1
0,59,84,93,19,1,1,2,1,0,1,1,0
0,68,56,63,17,1,2,2,0,0,0,1,0
0,71,88,53,12,0,1,1,0,0,0,2,0
1,57,64,86,17,0,0,2,1,0,0,1,0
0,86,30,80,15,1,1,1,0,1,0,0,1
1,98,39,73,2,1,0,2,0,0,1,2,0
0,58,58,75,18,1,2,2,1,1,1,0,1
1,75,94,53,10,0,1,0,1,0,0,1,1
1,53,93,95,1,0,1,2,0,0,1,0,1
0,88,75,69,4,0,1,0,0,0,0,2,1
0,90,30,32,12,1,1,0,1,1,0,2,0
0,86,93,32,10,0,0,0,0,0,1,1,0
1,77,65,33,19,0,2,0,0,0,0,2,1
0,65,62,47,16,1,1,0,1,0,0,0,0
0,61,87,31,10,0,1,1,1,0,0,0,0
0,58,98,60,9,1,0,2,0,0,1,1,1
0,70,76,33,3,0,1,0,0,1,0,2,0
0,78,53,90,4,0,0,0,1,0,1,0,0
1,86,78,75,2,1,2,2,1,0,1,1,1
0,75,77,53,15,0,2,1,1,0,0,1,0
1,97,78,48,2,0,1,0,0,0,1,0,0
1,86,70,53,2,1,2,2,1,0,0,1,0
1,58,72,56,14,0,1,1,1,1,1,0,0
1,71,35,62,19,1,0,1,0,1,1,1,0
0,86,68,54,15,1,0,2,1,1,0,2,1
0,58,68,56,14,0,1,0,1,1,0,0,0
0,79,64,90,15,0,2,1,0,0,1,2,0
0,81,53,61,4,1,2,1,1,1,0,0,0
1,66,66,75,14,1,1,0,0,1,1,0,0
0,98,67,90,9,0,2,1,1,1,0,2,1
1,85,87,67,16,0,0,2,1,1,0,2,0
1,59,47,49,9,0,2,0,1,0,1,0,0
1,63,52,73,10,1,2,0,1,1,0,2,1
1,61,75,92,11,0,2,0,0,0,0,0,0
1,60,44,42,7,1,2,2,1,1,1,0,0
0,84,90,78,4,0,2,1,0,1,1,2,0
1,82,99,31,3,1,2,1,1,0,1,2,0
0,91,78,73,2,1,1,0,1,1,0,2,1
0,76,64,77,6,1,1,2,0,1,0,0,1
0,52,32,97,5,1,0,0,0,0,1,0,1
0,99,65,42,3,0,1,0,0,0,1,2,0
0,63,81,74,6,0,0,1,1,0,0,2,0
1,67,82,48,3,1,0,2,0,0,0,1,1
0,61,43,65,18,1,0,2,0,1,0,1,0
1,57,97,34,16,1,2,1,1,0,0,2,1
1,66,52,37,9,1,0,1,0,0,0,0,1
0,58,96,68,6,1,1,1,1,1,0,1,0
0,96,37,37,18,1,1,0,1,0,1,2,1
0,70,78,99,8,0,1,0,0,1,0,0,1
1,88,33,38,4,0,1,0,1,0,1,2,1
1,80,47,33,7,1,2,1,0,1,0,2,1
1,69,70,57,17,1,1,2,1,0,1,2,0
0,96,41,35,7,1,1,1,1,1,1,0,0
1,55,97,81,18,0,0,2,1,1,1,0,1
0,91,52,87,15,0,1,1,1,0,0,0,0
0,68,85,63,16,0,1,2,0,0,1,2,0
1,91,38,70,8,0,0,0,0,1,1,2,1
0,54,68,64,17,0,0,0,1,0,0,1,0
0,83,56,87,10,1,0,0,1,1,0,1,0
1,50,48,65,13,1,0,1,1,1,0,0,1
0,59,58,90,17,1,2,1,0,1,0,2,0
1,68,32,86,8,1,2,1,1,1,0,2,1
1,89,42,79,1,0,2,1,1,0,1,2,0
1,80,58,99,4,1,0,1,1,0,1,1,1
0,87,97,52,4,1,0,2,1,0,1,1,0
1,85,87,95,18,0,1,0,1,0,0,0,0
1,97,69,95,11,0,1,2,0,0,1,1,0
1,89,31,64,4,1,1,2,1,1,0,0,1
1,56,62,82,3,1,2,2,0,1,0,0,1
1,76,99,49,7,0,2,1,1,1,1,2,0
1,62,32,54,18,1,1,2,0,1,0,2,1
1,66,79,79,4,0,0,1,0,1,0,1,1
0,98,61,77,5,1,1,0,1,0,1,1,0
1,89,85,47,13,1,2,1,1,1,1,0,0
0,56,71,35,8,0,2,2,0,1,1,1,0
0,97,54,98,1,0,2,2,0,1,0,1,0
0,80,51,36,13,1,2,0,0,0,0,0,0
1,62,46,46,10,0,0,0,1,1,0,1,0
1,56,64,95,2,1,2,0,0,0,1,1,1
1,58,82,85,11,0,2,2,1,0,0,1,0
0,50,97,52,17,1,1,1,1,0,1,0,0
0,97,52,38,9,1,1,2,1,1,0,1,1
1,69,99,42,1,1,2,0,1,1,0,1,0
0,63,73,55,18,0,0,2,1,1,0,2,0
0,75,49,95,19,1,2,1,1,0,0,0,0
1,62,74,47,9,1,1,2,1,0,0,2,1
0,70,75,79,18,0,2,1,0,1,1,2,0
1,71,68,92,19,1,2,0,0,1,1,0,1
1,81,91,55,14,0,1,2,1,0,0,2,0
0,70,30,41,11,1,1,2,1,1,1,1,1
0,68,68,81,9,1,1,2,1,0,0,2,0
0,54,57,93,8,1,2,2,1,0,0,2,0
0,74,32,89,7,1,2,2,1,0,1,2,0
0,72,96,89,11,0,1,1,1,0,0,1,0
0,90,65,32,18,1,1,0,0,0,0,2,0
0,92,97,47,8,0,2,0,0,1,0,1,1
0,62,44,87,13,0,1,2,1,0,0,2,1
1,81,32,70,11,1,2,1,0,1,0,1,1
1,97,52,37,3,0,0,2,1,1,0,0,0
1,90,76,35,1,0,2,0,0,0,0,1,1
1,62,93,97,11,0,1,2,1,0,0,1,1
1,74,84,31,10,1,0,2,0,1,1,0,0
0,66,61,63,12,1,1,0,0,0,1,0,1
0,85,68,54,12,0,0,1,0,0,1,0,0
1,69,56,99,18,0,1,0,1,1,0,1,0
1,60,92,81,2,1,1,2,0,1,0,1,0
1,64,74,54,8,0,0,2,0,0,1,1,1
1,52,50,71,9,0,0,1,0,1,0,2,0
0,95,42,61,18,0,0,2,0,1,1,0,0
0,71,67,80,7,0,0,1,1,0,1,0,1
1,72,92,78,18,0,1,2,0,1,0,0,0
1,64,54,61,8,0,2,1,1,1,0,1,0
0,62,83,74,4,0,0,2,1,1,0,1,1
0,92,62,55,13,1,1,0,0,1,0,1,0
0,53,30,34,14,0,2,1,1,1,0,2,1
1,85,48,78,6,1,0,1,0,0,1,0,1
1,70,59,30,10,1,2,1,0,1,1,2,0
0,59,55,36,13,1,2,1,1,1,0,1,0
0,65,77,75,6,0,0,0,1,0,1,1,0
1,62,96,36,13,0,0,0,1,1,0,1,0
1,50,66,32,16,1,1,2,0,1,1,1,0
0,92,75,94,17,1,0,2,0,0,1,0,1
0,94,99,71,11,0,0,2,1,0,0,1,0
0,69,62,92,19,1,2,0,1,1,1,2,0
0,66,87,99,19,0,2,2,0,1,1,1,0
1,86,96,88,6,1,0,0,0,0,0,1,0
1,72,57,80,8,1,0,1,1,1,1,0,0
0,93,74,67,6,1,0,1,1,1,1,2,0
0,53,80,32,4,1,1,2,0,0,0,1,0
0,92,99,65,4,0,1,0,0,1,1,0,0
1,99,86,37,19,1,0,0,0,1,1,0,0
1,88,51,44,6,0,1,1,0,0,0,0,1
0,71,36,31,11,1,2,1,1,1,1,2,0
0,66,67,33,19,1,0,2,0,0,1,1,0
1,58,47,49,11,0,2,1,0,0,1,2,1
1,94,31,85,12,0,1,0,0,1,1,2,0
0,88,65,67,7,1,0,1,1,0,0,0,1
0,71,80,90,15,1,1,1,0,1,1,2,0
0,64,94,60,2,1,0,0,0,1,0,2,0
1,56,80,95,19,0,2,1,1,0,0,1,0
1,67,75,84,19,0,2,0,1,0,0,1,1
0,65,39,97,7,0,2,2,0,0,0,2,0
0,50,49,65,14,0,0,2,1,1,1,2,0
0,52,70,99,5,0,0,0,1,1,0,0,0
1,80,85,61,6,0,0,2,1,1,0,2,0
1,64,80,52,8,1,2,0,1,1,1,0,1
1,68,94,84,16,1,0,0,1,1,1,0,1
0,86,70,45,14,1,0,2,0,0,0,1,1
0,92,34,32,6,0,2,0,0,0,0,2,0
0,62,71,59,6,1,2,0,1,1,1,1,1
1,56,39,65,10,1,1,1,1,1,1,1,1
0,94,52,66,8,1,2,2,1,0,1,0,1
0,66,89,62,4,0,2,1,0,0,1,0,1
0,73,81,34,9,0,2,1,1,0,0,0,0
1,68,86,59,1,0,2,1,0,0,0,0,0
0,80,35,50,15,1,1,2,0,1,1,1,1
0,81,86,79,11,1,2,0,0,1,1,0,0
0,82,59,55,17,1,2,2,1,1,1,0,0
0,86,88,68,5,1,1,1,1,1,1,2,0
1,63,94,89,16,0,1,2,0,0,1,2,1
1,76,34,97,4,0,0,2,0,1,0,1,1
0,64,62,37,8,0,1,2,1,1,1,2,1
0,92,40,48,19,1,1,2,1,0,1,0,1
0,92,79,48,13,1,2,2,1,1,1,2,1
0,74,88,42,4,0,2,2,1,1,0,1,1
1,95,37,96,6,0,0,0,0,1,1,2,1
0,51,87,98,12,0,0,2,1,1,1,0,0
1,97,46,41,4,0,2,0,0,1,0,0,0
1,52,75,79,4,0,2,2,1,0,1,1,0
0,91,96,68,7,1,1,2,0,0,1,0,0
0,62,98,45,7,1,2,2,1,1,0,1,0
1,71,48,92,10,0,1,2,0,1,0,2,1
0,97,56,92,16,0,0,0,1,0,1,0,1
1,58,82,38,4,1,2,0,1,0,0,2,1
0,57,75,72,13,1,0,2,1,1,0,2,0
0,65,32,41,4,0,0,1,0,1,1,2,0
1,81,72,54,18,0,0,1,1,1,0,0,1
1,62,74,63,2,1,0,2,0,0,1,0,1
1,79,97,71,11,1,1,0,0,1,0,1,1
0,51,86,53,4,1,2,1,1,0,1,2,0
0,57,53,69,18,1,1,1,0,0,0,0,0
1,69,75,41,14,1,1,1,0,1,0,1,0
0,80,43,64,6,1,1,1,0,0,1,2,1
0,96,47,30,8,0,1,0,0,0,0,1,1
0,96,98,46,8,1,2,0,1,1,1,0,0
0,50,45,69,2,0,0,0,1,1,0,0,1
0,77,77,50,2,1,0,0,1,0,1,0,1
0,91,47,42,18,0,0,1,0,0,1,1,1
0,52,91,68,14,1,1,2,0,1,0,0,1
1,82,83,51,4,1,0,1,0,0,0,2,1
0,65,98,58,7,1,1,2,0,1,1,1,1
1,53,69,34,3,1,1,2,1,1,1,2,0
0,94,75,94,5,0,0,0,0,1,1,1,0
0,98,34,32,6,0,2,0,1,0,0,2,0
0,91,83,63,2,0,0,0,0,1,0,2,0
0,98,59,95,13,0,1,2,1,1,0,1,0
1,69,35,64,3,0,0,2,1,0,0,0,0
1,88,62,48,10,0,2,2,1,0,1,2,0
0,94,76,55,3,0,1,0,1,1,0,0,0
0,98,54,78,14,1,2,2,0,0,0,2,0
0,52,51,98,11,1,2,2,0,1,0,0,1
1,74,62,77,13,1,1,1,1,1,0,1,1
1,68,70,63,1,1,1,2,1,0,1,2,0
1,84,78,43,7,1,1,2,0,0,1,1,0
0,74,84,46,6,0,1,0,0,1,1,2,0
0,85,96,78,8,0,0,0,1,1,1,1,0
1,66,98,66,7,1,0,1,1,0,0,1,1
1,56,74,79,9,1,2,0,0,1,1,1,1
1,64,90,35,12,1,1,2,1,0,0,1,0
0,63,36,49,7,1,0,2,1,1,0,2,0
0,98,93,88,11,1,0,1,1,1,1,1,1
1,76,34,81,6,0,2,1,0,0,0,0,0
0,51,86,98,11,0,2,2,1,0,1,1,0
0,59,77,54,6,0,2,0,0,1,1,2,1
1,69,67,90,17,1,1,0,1,1,1,1,1
0,97,76,80,6,0,2,1,0,0,1,2,1
0,72,50,52,4,1,1,2,0,1,1,0,0
1,87,50,89,6,0,2,1,0,0,0,1,1
0,98,65,47,14,1,2,0,1,1,1,2,1
0,96,94,83,7,0,1,1,0,1,0,2,1
0,74,32,75,10,0,2,2,1,0,1,0,0
1,78,45,32,11,1,1,1,1,1,1,1,0
1,88,56,90,12,1,0,2,0,1,0,1,0
0,60,55,83,5,0,0,2,0,0,1,1,1
1,52,39,77,13,1,1,1,0,0,1,2,0
1,59,89,91,12,0,1,2,1,1,0,0,1
0,55,61,77,17,1,0,0,0,0,1,1,0
1,95,69,96,6,1,2,2,0,0,1,2,1
0,67,76,61,10,1,2,0,0,1,1,0,1
1,61,78,38,13,1,0,1,0,0,0,1,0
1,70,36,37,14,0,1,0,1,1,0,0,1
1,96,65,71,7,1,1,1,0,0,0,1,1
1,61,49,69,1,1,2,2,1,1,0,1,0
0,68,33,59,11,0,0,1,1,0,1,0,1
0,86,31,88,13,0,0,1,1,0,0,0,1
0,58,79,86,4,0,1,0,1,1,0,0,1
0,91,85,77,4,0,2,2,0,0,0,1,1
1,50,50,56,12,0,0,0,0,0,0,0,1
1,67,92,43,9,1,0,1,1,0,0,1,1
0,70,86,57,1,1,2,2,1,0,0,0,1
0,52,32,92,3,1,0,1,1,1,0,0,0
0,84,92,65,3,0,0,2,1,1,1,0,1
1,85,87,68,4,0,0,0,0,1,0,1,1
0,95,38,96,11,1,1,0,0,0,1,0,1
1,62,75,32,9,0,0,2,0,0,1,0,1
0,88,54,81,7,1,1,1,0,0,0,2,1
0,87,63,32,6,1,2,2,1,1,0,0,0
0,82,63,32,14,1,1,1,1,1,1,1,0
1,68,97,89,15,1,2,0,1,1,1,1,1
0,90,63,97,9,0,0,0,1,1,0,0,0
1,83,69,53,3,0,1,2,0,1,1,0,0
0,59,45,57,2,0,0,2,0,0,1,1,0
1,90,93,64,12,0,0,1,1,1,0,0,0
0,89,32,82,13,0,1,0,0,0,1,2,1
0,83,34,71,2,0,1,0,1,1,0,0,1
1,75,73,95,7,1,1,2,0,1,0,2,0
1,89,51,91,16,1,2,0,1,1,1,1,1
0,98,77,49,9,0,1,0,0,0,1,2,0
1,95,63,93,15,0,2,1,1,1,1,0,1
1,52,90,49,19,1,0,1,1,0,1,2,0
1,75,59,41,6,1,1,2,0,1,1,2,0
0,61,68,50,11,1,0,1,1,1,0,0,0
1,93,54,72,2,1,2,0,0,1,1,0,0
1,83,57,76,4,1,2,2,1,1,1,1,1
1,67,34,91,12,0,1,1,0,0,1,2,0
1,75,63,78,10,1,2,1,1,1,0,2,1
1,90,46,32,14,1,0,1,0,0,0,2,1
1,78,76,88,1,1,0,1,1,1,0,1,1
0,61,73,30,3,0,0,2,1,1,0,0,1
1,53,96,97,15,1,0,2,1,1,0,2,0
1,73,33,59,17,1,0,2,0,1,0,2,1
1,87,41,71,5,0,0,1,1,0,0,0,0
0,96,50,44,4,0,2,2,1,1,1,1,0
0,78,67,86,5,0,2,1,1,0,0,2,0
1,68,75,90,5,0,0,1,0,1,1,1,1
1,99,68,41,12,0,0,1,1,0,1,0,1
1,92,59,31,4,1,2,2,0,0,0,1,1
0,80,30,68,4,1,0,1,0,0,1,1,0
1,50,94,95,19,0,1,0,0,1,0,0,0
1,53,37,88,15,0,1,2,1,1,1,1,0
0,78,55,53,12,0,1,2,1,0,1,2,0
1,68,30,67,11,0,0,1,1,0,0,2,1
1,55,76,43,11,1,2,0,1,0,0,1,1
1,65,63,74,7,0,1,2,1,1,0,1,1
1,82,57,39,3,1,2,1,1,0,1,2,0
0,99,51,51,14,1,1,2,0,0,0,1,0
0,75,93,36,14,0,0,1,0,1,0,0,1
0,53,63,71,10,1,1,0,1,0,0,1,1
1,56,65,38,13,0,1,1,1,1,0,0,1
1,91,90,88,10,0,2,2,1,0,0,0,0
1,71,77,51,18,1,2,2,0,0,0,2,0
1,95,86,43,1,0,1,0,0,1,1,0,0
1,96,47,44,2,1,1,0,1,0,0,0,1
0,51,89,31,14,0,0,0,0,0,0,1,1
0,86,60,97,1,0,1,0,1,0,0,1,0
1,69,88,38,2,1,0,2,0,0,0,2,1
0,75,60,45,8,0,0,0,0,0,0,1,0
1,59,89,65,5,1,1,0,0,1,1,0,1
0,83,54,61,12,1,2,1,0,0,1,0,1
0,51,48,82,12,1,0,1,0,0,0,2,0
1,86,61,81,15,1,1,2,0,0,1,1,0
0,93,88,39,8,0,2,0,1,0,1,0,0
1,68,60,32,4,1,2,2,0,0,0,2,1
1,56,67,75,13,0,1,1,1,0,0,2,0
1,57,40,88,15,0,0,1,1,0,0,2,1
1,91,67,30,10,1,0,0,1,0,0,1,1
0,98,30,49,4,0,0,2,1,0,0,0,0
0,97,79,97,9,0,0,1,1,0,1,2,0
0,69,79,78,2,1,1,1,0,0,1,0,0
0,83,63,67,11,0,2,0,1,1,1,1,0
0,58,97,82,15,1,1,1,1,0,1,1,0
0,51,60,71,19,0,2,0,0,0,0,0,0
0,84,68,52,5,0,1,2,1,0,1,2,0
0,92,34,46,4,1,2,1,1,1,0,0,0
0,60,34,40,1,0,2,2,1,1,0,1,0
0,75,30,94,1,1,0,1,1,1,0,1,1
1,86,51,92,6,0,2,0,1,1,0,0,1
0,56,47,80,3,0,0,0,0,0,1,1,0
1,91,44,47,6,0,2,0,1,1,0,0,0
0,60,38,48,19,1,2,1,0,1,1,1,1
1,78,51,66,7,1,2,0,1,1,1,2,0
0,55,73,45,19,1,0,0,0,0,1,2,1
1,84,56,51,8,0,1,0,0,0,1,2,0
1,78,89,65,4,1,0,1,0,0,1,2,1
1,82,63,74,9,1,0,0,0,0,1,1,1
0,75,35,70,7,1,2,2,0,0,0,0,0
0,92,46,67,1,1,2,0,0,1,1,1,0
0,66,83,76,15,0,2,1,1,1,1,2,0
