Gender,Attendance Rate (%),Course Engagement (%),Previous Academic Performance (%),Study Hours,Extracurricular,Mother Qualification,Father Qualification,Health Issues,Disciplinary Actions,Learning Disabilities,Socioeconomic Status,Risk
0,92.0,80.0,73.0,7.0,0,1,2,0,0,0,0,0
1,94.0,74.0,85.0,7.0,1,0,0,0,1,0,0,0
0,88.0,71.0,82.0,5.0,1,1,1,0,0,0,2,0
1,95.0,80.0,88.0,7.0,1,1,2,0,1,1,0,0
0,85.0,80.0,74.0,9.0,1,2,0,0,0,0,1,0
0,84.0,84.0,85.0,7.0,1,1,0,0,0,0,0,0
1,83.0,85.0,84.0,7.0,1,1,1,0,0,1,1,0
1,87.0,85.0,75.0,6.0,1,1,2,1,0,0,2,0
1,97.0,78.0,83.0,9.0,1,1,1,0,0,0,0,0
1,97.0,83.0,88.0,5.0,0,0,1,0,0,0,1,0
1,88.0,82.0,88.0,9.0,1,1,0,0,0,0,0,0
1,92.0,78.0,84.0,7.0,0,2,2,0,0,0,0,0
0,94.0,82.0,71.0,5.0,1,1,1,0,0,1,1,0
1,85.0,89.0,87.0,9.0,0,1,1,0,0,0,0,0
0,83.0,74.0,83.0,7.0,1,0,1,0,0,0,1,0
0,99.0,88.0,76.0,8.0,0,2,1,0,0,1,2,0
1,92.0,71.0,74.0,9.0,0,2,1,0,0,0,2,0
0,100.0,76.0,72.0,8.0,1,2,1,1,0,0,2,0
1,87.0,76.0,71.0,9.0,0,0,2,0,0,0,0,0
1,94.0,83.0,85.0,9.0,0,2,0,0,0,0,0,0
0,84.0,73.0,75.0,8.0,1,0,1,0,0,1,1,0
0,85.0,88.0,70.0,7.0,0,1,1,0,1,0,1,0
1,90.0,87.0,78.0,6.0,0,1,0,0,0,0,0,0
1,86.0,83.0,80.0,10.0,1,2,2,0,0,1,1,0
0,83.0,79.0,73.0,10.0,1,2,0,0,0,0,1,0
0,85.0,89.0,71.0,7.0,0,2,0,0,0,0,1,0
0,81.0,87.0,74.0,6.0,0,2,0,0,1,0,1,0
0,94.0,80.0,84.0,6.0,0,1,1,0,0,0,0,0
1,90.0,84.0,72.0,8.0,0,2,0,0,0,1,1,0
1,82.0,81.0,81.0,6.0,0,0,1,0,0,0,2,0
1,83.0,82.0,73.0,9.0,0,1,1,0,0,0,0,0
1,82.0,77.0,74.0,10.0,0,0,0,0,0,0,1,0
0,92.0,79.0,78.0,10.0,1,2,2,0,0,0,1,0
0,82.0,72.0,72.0,5.0,0,2,1,0,0,0,1,0
1,95.0,77.0,73.0,10.0,0,0,1,0,0,0,1,0
1,80.0,84.0,77.0,9.0,1,1,0,0,0,0,2,0
1,85.0,89.0,77.0,5.0,0,1,1,0,0,0,1,0
1,98.0,89.0,85.0,7.0,1,1,0,0,0,0,2,0
1,94.0,81.0,71.0,9.0,0,1,0,0,0,0,0,0
1,81.0,82.0,87.0,10.0,0,0,1,0,0,0,1,0
1,96.0,74.0,86.0,6.0,0,0,1,0,0,0,1,0
1,90.0,84.0,85.0,6.0,0,1,0,0,0,0,1,0
1,97.0,71.0,76.0,7.0,1,0,2,0,0,0,2,0
0,92.0,76.0,86.0,10.0,1,1,0,1,0,0,0,0
1,94.0,83.0,74.0,10.0,0,1,0,0,0,1,1,0
0,100.0,76.0,72.0,6.0,0,2,1,0,0,0,2,0
0,85.0,71.0,71.0,7.0,0,1,1,0,0,0,1,0
1,92.0,87.0,89.0,10.0,1,2,2,0,0,0,1,0
1,89.0,76.0,76.0,9.0,0,0,1,0,0,0,1,0
0,81.0,71.0,88.0,10.0,0,1,1,0,0,0,0,0
0,80.0,71.0,75.0,9.0,0,2,0,0,0,0,1,0
1,82.0,75.0,88.0,6.0,0,1,2,0,0,0,0,0
0,93.0,74.0,88.0,9.0,0,1,0,1,0,1,1,0
1,91.0,85.0,88.0,5.0,1,2,2,0,0,1,1,0
1,91.0,76.0,80.0,9.0,1,0,2,0,0,0,0,0
1,81.0,86.0,87.0,8.0,1,1,2,0,0,0,1,0
0,89.0,73.0,89.0,10.0,0,1,1,0,0,0,1,0
0,98.0,80.0,76.0,10.0,0,1,1,0,1,1,0,0
1,88.0,84.0,78.0,5.0,0,0,1,0,0,0,2,0
0,92.0,83.0,84.0,6.0,1,0,0,0,0,0,1,0
0,96.0,82.0,76.0,7.0,0,1,2,0,0,1,2,0
0,96.0,88.0,85.0,9.0,0,2,1,0,0,0,0,0
0,90.0,75.0,71.0,9.0,1,2,1,0,0,0,1,0
0,97.0,80.0,80.0,10.0,0,1,1,0,0,0,0,0
0,88.0,88.0,72.0,8.0,0,1,1,0,0,0,0,0
0,98.0,72.0,76.0,6.0,0,2,2,0,0,0,0,0
1,85.0,71.0,75.0,5.0,0,1,1,0,0,0,1,0
0,86.0,75.0,87.0,6.0,0,1,2,0,1,0,2,0
0,81.0,83.0,74.0,8.0,0,0,2,0,0,0,2,0
0,96.0,75.0,86.0,10.0,0,2,2,0,0,0,1,0
0,88.0,74.0,86.0,7.0,0,1,0,0,0,0,1,0
0,85.0,79.0,80.0,9.0,0,2,2,0,0,0,1,0
0,85.0,82.0,75.0,7.0,1,2,1,0,0,0,0,0
0,98.0,75.0,75.0,7.0,0,1,1,0,0,0,1,0
0,97.0,76.0,79.0,8.0,0,2,0,0,0,0,1,0
1,91.0,82.0,70.0,7.0,1,1,1,0,0,1,1,0
0,92.0,89.0,81.0,10.0,0,0,0,0,0,0,0,0
0,89.0,83.0,89.0,7.0,0,1,0,1,0,0,0,0
0,88.0,86.0,73.0,6.0,0,2,2,0,0,0,1,0
0,98.0,77.0,81.0,9.0,1,2,2,0,0,0,0,0
1,83.0,75.0,89.0,10.0,1,1,2,0,0,0,1,0
1,88.0,79.0,87.0,8.0,1,1,0,0,0,0,0,0
1,87.0,86.0,87.0,6.0,1,0,0,0,0,0,1,0
1,90.0,79.0,86.0,6.0,0,1,1,0,0,0,0,0
1,89.0,87.0,76.0,5.0,1,2,2,0,0,1,2,0
1,90.0,90.0,88.0,5.0,0,2,2,0,0,0,1,0
1,83.0,71.0,89.0,10.0,0,2,2,0,0,0,0,0
1,90.0,71.0,80.0,5.0,0,2,2,0,0,0,0,0
1,85.0,73.0,77.0,7.0,0,1,1,0,0,0,0,0
1,84.0,78.0,78.0,8.0,0,1,0,1,0,0,1,0
1,81.0,73.0,77.0,9.0,0,1,1,0,0,0,1,0
1,95.0,87.0,74.0,6.0,1,1,0,0,0,0,1,0
1,89.0,70.0,82.0,7.0,0,2,2,0,0,0,1,0
1,93.0,76.0,81.0,6.0,1,1,2,0,0,0,1,0
1,95.0,74.0,79.0,6.0,0,2,1,0,0,0,1,0
1,94.0,89.0,72.0,7.0,1,2,2,0,0,0,2,0
0,89.0,83.0,86.0,8.0,0,2,0,0,0,1,2,0
1,88.0,88.0,73.0,5.0,1,0,1,1,0,0,2,0
0,88.0,89.0,72.0,7.0,0,0,1,1,0,0,0,0
1,93.0,80.0,82.0,6.0,0,1,1,0,0,0,2,0
1,90.0,75.0,78.0,10.0,1,2,2,0,0,0,1,0
0,97.0,74.0,71.0,8.0,1,2,1,0,0,0,1,0
1,97.0,74.0,77.0,9.0,0,0,1,0,0,0,1,0
0,83.0,84.0,85.0,6.0,0,1,2,0,0,1,1,0
0,83.0,71.0,82.0,9.0,0,2,1,0,0,1,1,0
0,93.0,71.0,77.0,7.0,0,1,2,0,0,1,1,0
1,86.0,82.0,74.0,6.0,1,2,2,0,0,1,2,0
1,80.0,83.0,83.0,9.0,0,1,1,0,0,0,1,0
1,98.0,83.0,88.0,9.0,1,2,1,0,0,0,0,0
0,85.0,77.0,83.0,10.0,1,1,1,0,0,0,0,0
0,99.0,86.0,86.0,9.0,0,1,1,0,0,0,0,0
1,94.0,81.0,80.0,6.0,0,1,1,0,0,1,1,0
1,95.0,72.0,84.0,7.0,0,2,0,0,0,0,0,0
1,84.0,86.0,88.0,7.0,1,1,2,0,0,1,1,0
1,85.0,89.0,85.0,6.0,0,1,1,0,0,0,2,0
1,90.0,71.0,88.0,9.0,0,1,0,0,0,0,2,0
0,83.0,78.0,79.0,8.0,0,2,1,0,0,0,0,0
0,86.0,80.0,88.0,10.0,0,0,1,0,0,1,0,0
0,86.0,73.0,82.0,8.0,0,1,2,0,0,1,0,0
1,83.0,87.0,87.0,8.0,0,0,2,0,0,0,0,0
0,84.0,76.0,71.0,5.0,0,1,1,0,0,1,1,0
0,96.0,86.0,83.0,6.0,1,1,2,0,0,0,1,0
0,83.0,83.0,87.0,9.0,0,0,1,0,0,0,0,0
0,81.0,82.0,73.0,10.0,1,2,2,0,0,0,0,0
0,93.0,74.0,83.0,7.0,0,1,1,1,0,0,0,0
1,100.0,74.0,86.0,9.0,1,1,0,0,0,0,1,0
0,87.0,71.0,76.0,8.0,0,1,2,0,0,0,0,0
1,82.0,75.0,78.0,10.0,0,1,1,0,0,0,1,0
1,91.0,77.0,81.0,6.0,1,0,1,0,0,0,1,0
1,98.0,87.0,80.0,8.0,1,2,2,1,0,0,1,0
1,96.0,77.0,71.0,7.0,0,1,1,0,0,1,1,0
1,92.0,85.0,72.0,8.0,0,2,0,0,0,0,1,0
0,86.0,79.0,72.0,6.0,1,0,1,0,0,0,0,0
0,91.0,86.0,75.0,7.0,0,1,2,0,0,0,1,0
1,82.0,90.0,75.0,8.0,1,2,0,1,0,0,2,0
1,94.0,75.0,85.0,5.0,1,1,1,0,0,1,1,0
1,95.0,87.0,81.0,9.0,0,0,0,0,0,1,2,0
0,99.0,82.0,85.0,9.0,1,0,0,0,0,0,1,0
1,85.0,86.0,71.0,9.0,0,2,1,0,0,0,2,0
0,80.0,83.0,80.0,7.0,1,1,1,0,0,0,1,0
1,91.0,78.0,76.0,5.0,0,2,1,0,0,0,1,0
0,94.0,75.0,87.0,7.0,0,1,1,0,0,0,2,0
1,96.0,71.0,84.0,6.0,1,1,1,0,0,0,1,0
0,84.0,81.0,87.0,8.0,0,1,2,0,0,0,0,0
1,85.0,90.0,71.0,5.0,1,0,2,0,0,0,0,0
0,90.0,85.0,84.0,7.0,0,1,0,0,0,0,1,0
0,87.0,77.0,81.0,5.0,0,1,1,0,0,0,1,0
0,97.0,87.0,87.0,5.0,0,2,1,0,0,0,0,0
0,89.0,85.0,80.0,10.0,1,1,2,0,0,0,1,0
0,96.0,76.0,81.0,10.0,0,2,0,0,0,0,0,0
0,92.0,70.0,71.0,8.0,1,2,1,0,0,0,2,0
0,95.0,72.0,83.0,6.0,0,0,2,0,0,1,1,0
1,87.0,88.0,75.0,10.0,0,1,1,0,0,1,1,0
1,97.0,87.0,70.0,10.0,1,0,1,0,0,0,2,0
1,85.0,76.0,71.0,9.0,0,0,1,0,0,1,0,0
1,91.0,76.0,89.0,8.0,0,2,2,0,0,0,1,0
1,84.0,86.0,77.0,5.0,1,1,1,0,0,0,0,0
0,90.0,89.0,87.0,5.0,0,1,1,0,0,0,0,0
0,86.0,86.0,89.0,9.0,1,2,0,1,0,0,0,0
0,85.0,82.0,89.0,9.0,1,1,1,0,0,0,2,0
0,99.0,75.0,88.0,7.0,0,1,1,0,0,0,0,0
0,83.0,81.0,88.0,7.0,1,1,0,0,0,1,1,0
1,96.0,75.0,76.0,8.0,1,0,1,0,0,1,0,0
1,100.0,86.0,73.0,9.0,1,2,1,0,0,0,1,0
1,80.0,78.0,83.0,9.0,0,1,0,0,0,0,1,0
1,94.0,87.0,80.0,8.0,1,1,2,0,0,0,0,0
0,85.0,78.0,72.0,6.0,1,2,2,0,0,0,1,0
0,81.0,86.0,84.0,6.0,0,1,1,0,1,0,0,0
0,88.0,77.0,81.0,9.0,0,1,2,0,0,0,0,0
1,99.0,79.0,87.0,9.0,0,1,1,0,0,0,1,0
0,80.0,82.0,82.0,6.0,1,0,1,0,1,0,0,0
1,92.0,71.0,81.0,6.0,1,2,1,0,0,0,1,0
0,90.0,89.0,79.0,8.0,0,1,0,0,0,0,0,0
0,97.0,81.0,79.0,7.0,1,0,2,0,0,0,1,0
1,82.0,80.0,89.0,8.0,0,2,1,0,0,1,1,0
0,94.0,87.0,73.0,8.0,0,1,1,0,0,0,1,0
0,94.0,87.0,79.0,9.0,0,1,1,0,0,0,1,0
1,93.0,80.0,83.0,9.0,0,1,1,0,0,0,2,0
0,99.0,89.0,79.0,6.0,0,1,1,0,0,0,0,0
1,96.0,71.0,76.0,8.0,1,1,1,0,0,0,1,0
0,81.0,72.0,76.0,6.0,0,1,1,0,0,0,0,0
0,89.0,82.0,75.0,9.0,0,2,1,0,0,0,2,0
0,88.0,77.0,77.0,9.0,1,0,1,0,0,0,0,0
0,86.0,79.0,87.0,6.0,1,0,2,0,0,0,1,0
0,89.0,77.0,80.0,6.0,1,1,0,0,0,0,2,0
0,88.0,78.0,75.0,5.0,0,0,2,0,0,0,0,0
0,89.0,86.0,78.0,8.0,1,2,1,0,0,0,2,0
0,100.0,82.0,72.0,5.0,0,1,1,0,0,0,0,0
1,82.0,90.0,88.0,8.0,0,1,1,0,0,0,1,0
1,98.0,86.0,78.0,8.0,1,1,2,0,0,0,1,0
0,90.0,75.0,90.0,8.0,0,1,0,1,0,0,1,0
0,92.0,75.0,77.0,9.0,1,1,1,0,0,0,1,0
1,97.0,77.0,87.0,7.0,1,1,1,0,0,0,2,0
0,87.0,87.0,75.0,10.0,0,2,1,0,0,0,0,0
0,89.0,71.0,72.0,5.0,1,1,0,0,0,0,0,0
1,88.0,75.0,71.0,6.0,0,1,1,0,0,0,0,0
0,87.0,88.0,82.0,7.0,0,2,0,1,0,0,1,0
0,99.0,83.0,76.0,8.0,1,0,0,1,0,0,1,0
1,97.0,75.0,79.0,5.0,1,1,1,0,0,0,0,0
0,82.0,74.0,86.0,8.0,0,1,2,0,0,0,1,0
0,82.0,87.0,75.0,7.0,1,1,2,0,0,0,2,0
1,89.0,88.0,76.0,9.0,0,0,0,0,0,0,1,0
0,82.0,75.0,87.0,8.0,0,1,1,0,0,0,2,0
1,92.0,78.0,80.0,8.0,1,1,0,0,0,0,0,0
0,83.0,87.0,87.0,10.0,0,1,1,0,0,0,2,0
0,90.0,85.0,77.0,9.0,1,1,1,0,0,1,1,0
1,80.0,86.0,78.0,7.0,1,1,1,0,0,0,1,0
1,86.0,80.0,73.0,7.0,1,1,1,0,0,0,0,0
0,94.0,88.0,88.0,8.0,1,0,2,0,0,0,1,0
1,90.0,77.0,88.0,6.0,1,0,1,0,1,0,1,0
1,100.0,73.0,90.0,5.0,1,2,1,0,0,0,0,0
0,97.0,84.0,78.0,7.0,0,1,2,0,0,1,0,0
0,87.0,81.0,86.0,9.0,1,2,0,0,0,0,2,0
0,81.0,87.0,78.0,6.0,0,2,1,0,0,0,0,0
1,97.0,72.0,79.0,6.0,0,2,1,0,0,0,1,0
1,98.0,87.0,87.0,6.0,0,1,2,0,0,0,1,0
1,96.0,76.0,74.0,8.0,1,1,1,0,0,0,2,0
1,83.0,83.0,74.0,8.0,0,1,0,0,0,0,1,0
0,100.0,71.0,76.0,8.0,0,2,2,0,0,0,0,0
1,85.0,82.0,86.0,7.0,0,1,2,0,0,0,1,0
0,94.0,84.0,77.0,10.0,0,1,2,1,0,0,1,0
1,98.0,77.0,77.0,7.0,0,1,1,1,0,0,1,0
0,85.0,74.0,90.0,8.0,1,2,1,0,0,0,0,0
0,98.0,81.0,78.0,10.0,0,1,2,1,0,0,1,0
0,86.0,87.0,75.0,10.0,1,0,1,0,0,0,2,0
1,100.0,76.0,82.0,8.0,0,1,1,0,0,0,2,0
0,86.0,75.0,86.0,10.0,0,2,2,0,0,0,0,0
0,99.0,76.0,71.0,8.0,1,1,1,0,0,1,0,0
1,81.0,89.0,82.0,7.0,0,2,0,0,0,0,1,0
0,94.0,77.0,71.0,7.0,0,2,1,0,0,1,1,0
1,91.0,70.0,81.0,8.0,1,2,0,0,0,0,1,0
1,90.0,86.0,75.0,8.0,0,1,1,0,0,0,2,0
0,84.0,84.0,76.0,7.0,0,1,2,0,0,0,2,0
0,94.0,73.0,79.0,9.0,0,1,1,0,1,0,2,0
1,84.0,90.0,89.0,7.0,0,0,1,0,0,1,0,0
0,91.0,82.0,84.0,6.0,0,1,2,0,0,0,2,0
1,85.0,80.0,89.0,5.0,1,0,2,1,0,0,2,0
1,99.0,78.0,83.0,10.0,0,1,1,0,0,0,0,0
1,81.0,88.0,70.0,9.0,0,0,1,0,0,0,1,0
0,84.0,75.0,75.0,8.0,1,0,2,0,0,0,0,0
1,85.0,76.0,88.0,9.0,0,2,0,0,0,1,2,0
0,88.0,72.0,83.0,9.0,0,1,1,0,0,0,0,0
0,85.0,85.0,90.0,10.0,0,1,1,0,0,0,1,0
0,90.0,82.0,73.0,7.0,0,1,0,0,0,0,1,0
0,97.0,82.0,76.0,8.0,0,1,1,0,0,0,2,0
1,94.0,74.0,77.0,5.0,0,1,1,0,0,0,1,0
0,92.0,83.0,77.0,10.0,1,1,1,0,0,1,0,0
1,82.0,85.0,75.0,10.0,0,1,1,0,0,0,2,0
1,94.0,77.0,79.0,9.0,1,0,1,0,0,0,1,0
0,83.0,86.0,83.0,7.0,0,1,0,0,0,0,1,0
1,96.0,77.0,76.0,7.0,0,1,2,0,0,0,1,0
1,85.0,85.0,72.0,7.0,0,1,1,0,0,0,2,0
0,88.0,71.0,84.0,6.0,0,2,2,1,0,0,1,0
1,87.0,81.0,79.0,8.0,0,2,1,0,0,0,0,0
1,97.0,89.0,81.0,5.0,1,1,0,1,1,0,2,0
1,83.0,90.0,79.0,10.0,1,1,0,0,0,1,0,0
1,91.0,76.0,88.0,7.0,0,2,2,0,0,0,1,0
0,83.0,79.0,81.0,10.0,0,2,1,0,0,1,1,0
1,94.0,71.0,88.0,9.0,0,1,2,0,0,1,0,0
1,98.0,87.0,80.0,6.0,1,1,2,0,0,0,0,0
1,89.0,81.0,76.0,6.0,0,0,0,0,0,1,0,0
1,90.0,78.0,77.0,10.0,0,1,2,0,0,0,2,0
0,99.0,72.0,80.0,9.0,0,1,1,0,0,0,1,0
1,90.0,89.0,81.0,6.0,0,1,1,1,0,0,0,0
0,90.0,81.0,84.0,5.0,0,2,1,0,0,0,1,0
1,92.0,76.0,74.0,8.0,1,2,0,1,0,0,1,0
0,94.0,77.0,83.0,7.0,0,1,0,0,0,0,0,0
0,82.0,75.0,86.0,6.0,0,1,1,0,0,1,1,0
0,96.0,82.0,84.0,9.0,1,2,1,0,0,0,0,0
0,89.0,89.0,80.0,8.0,0,1,1,0,0,1,1,0
0,81.0,87.0,90.0,7.0,1,2,1,0,0,1,2,0
1,96.0,79.0,78.0,10.0,0,0,1,0,0,0,1,0
1,88.0,87.0,72.0,8.0,0,2,1,1,0,0,1,0
1,82.0,78.0,86.0,9.0,0,1,1,0,0,1,1,0
0,93.0,75.0,74.0,6.0,0,0,2,0,0,0,1,0
1,98.0,90.0,84.0,6.0,0,1,2,0,0,0,0,0
0,98.0,76.0,74.0,6.0,0,2,2,1,0,0,0,0
0,99.0,76.0,70.0,7.0,0,1,0,0,0,0,1,0
1,97.0,90.0,73.0,10.0,1,0,1,0,0,0,1,0
1,80.0,73.0,78.0,10.0,0,1,1,0,0,0,1,0
0,88.0,85.0,72.0,9.0,1,2,2,0,0,0,0,0
0,96.0,89.0,74.0,8.0,0,0,1,0,0,0,1,0
1,87.0,80.0,85.0,9.0,1,0,1,0,0,0,1,0
1,92.0,70.0,85.0,8.0,0,0,1,0,0,0,1,0
1,92.0,78.0,86.0,5.0,0,1,0,0,0,0,1,0
1,87.0,72.0,87.0,8.0,0,0,1,0,0,0,0,0
0,98.0,78.0,78.0,8.0,1,1,1,0,0,1,0,0
1,90.0,86.0,87.0,6.0,1,1,1,0,0,0,0,0
1,89.0,79.0,81.0,6.0,0,2,1,1,0,0,1,0
1,100.0,79.0,79.0,6.0,1,1,0,0,0,1,1,0
0,90.0,81.0,84.0,8.0,0,1,0,0,0,0,1,0
0,84.0,82.0,74.0,6.0,0,2,1,0,0,1,2,0
0,90.0,87.0,86.0,9.0,1,1,2,0,0,0,0,0
0,96.0,76.0,79.0,7.0,0,2,1,0,0,0,0,0
1,96.0,86.0,73.0,7.0,0,1,1,0,0,0,1,0
0,96.0,81.0,72.0,9.0,1,0,1,0,0,0,1,0
1,94.0,76.0,73.0,8.0,1,1,1,1,0,1,1,0
1,85.0,76.0,88.0,7.0,0,0,2,0,0,0,0,0
1,97.0,77.0,90.0,9.0,0,2,1,0,0,0,0,0
1,98.0,82.0,77.0,7.0,0,2,1,0,0,0,1,0
0,84.0,75.0,76.0,9.0,0,2,1,0,0,0,1,0
0,83.0,88.0,74.0,8.0,0,1,2,0,0,0,0,0
0,100.0,81.0,86.0,6.0,1,0,1,0,0,0,0,0
1,97.0,88.0,74.0,8.0,0,1,2,0,0,0,0,0
1,98.0,71.0,88.0,6.0,0,1,0,0,0,0,0,0
1,98.0,77.0,83.0,6.0,1,1,1,0,0,0,1,0
1,91.0,70.0,88.0,5.0,1,1,1,1,0,0,1,0
1,93.0,75.0,81.0,6.0,0,2,1,0,0,0,1,0
0,91.0,87.0,84.0,9.0,0,1,2,0,0,0,0,0
1,81.0,71.0,82.0,9.0,1,0,1,0,0,0,2,0
0,95.0,79.0,87.0,9.0,0,2,1,0,0,0,0,0
1,90.0,72.0,87.0,6.0,0,0,1,0,0,0,2,0
1,93.0,78.0,82.0,8.0,0,1,2,0,0,0,0,0
0,90.0,87.0,83.0,6.0,0,1,2,0,0,0,0,0
0,90.0,82.0,88.0,8.0,0,1,2,0,0,0,1,0
1,83.0,85.0,89.0,9.0,1,2,0,0,0,0,1,0
1,86.0,77.0,83.0,5.0,1,1,1,0,0,0,2,0
1,83.0,89.0,70.0,10.0,0,2,1,0,0,0,1,0
1,84.0,84.0,72.0,9.0,1,1,1,0,0,0,2,0
0,99.0,78.0,87.0,9.0,0,1,0,0,0,0,2,0
1,83.0,79.0,72.0,8.0,1,0,2,0,0,0,1,0
0,85.0,88.0,74.0,9.0,1,1,2,0,0,1,2,0
1,92.0,82.0,75.0,10.0,1,2,0,0,0,0,1,0
0,92.0,84.0,82.0,9.0,0,1,2,0,0,1,0,0
0,83.0,78.0,82.0,7.0,1,0,1,0,0,0,0,0
1,96.0,74.0,76.0,8.0,0,1,1,0,0,0,0,0
0,96.0,84.0,74.0,7.0,0,1,2,0,0,0,1,0
1,85.0,82.0,85.0,10.0,0,1,1,0,1,1,0,0
0,86.0,80.0,89.0,10.0,0,2,1,0,1,0,2,0
1,99.0,82.0,71.0,8.0,0,1,2,1,0,0,2,0
0,97.0,74.0,73.0,9.0,0,1,1,0,0,1,1,0
1,94.0,86.0,83.0,10.0,0,2,2,0,0,0,2,0
1,82.0,89.0,86.0,6.0,1,0,2,0,0,0,2,0
0,88.0,88.0,86.0,8.0,0,2,2,0,0,0,0,0
0,91.0,76.0,84.0,7.0,0,1,1,0,0,0,0,0
0,84.0,78.0,88.0,9.0,0,1,2,0,0,0,1,0
0,89.0,86.0,74.0,7.0,0,1,2,0,0,0,0,0
1,92.0,82.0,72.0,9.0,0,1,1,1,0,0,1,0
0,87.0,81.0,82.0,7.0,1,1,2,0,0,0,1,0
1,96.0,89.0,86.0,6.0,1,0,2,0,0,0,2,0
0,97.0,81.0,82.0,6.0,0,1,2,0,0,0,0,0
1,86.0,80.0,89.0,6.0,0,1,0,0,0,0,2,0
1,97.0,71.0,86.0,5.0,0,2,0,0,0,0,0,0
1,82.0,71.0,84.0,8.0,0,1,1,0,0,0,2,0
1,97.0,70.0,71.0,8.0,1,1,1,0,0,0,0,0
0,83.0,88.0,72.0,6.0,0,1,0,0,0,0,0,0
0,82.0,78.0,86.0,8.0,1,1,1,0,0,0,1,0
1,93.0,79.0,74.0,8.0,1,0,2,0,0,1,2,0
0,89.0,87.0,71.0,6.0,0,1,1,0,1,1,1,0
0,98.0,82.0,88.0,7.0,0,1,1,0,0,0,0,0
1,87.0,82.0,88.0,9.0,0,1,2,0,0,0,2,0
0,86.0,76.0,74.0,5.0,0,1,1,0,0,0,1,0
0,90.0,87.0,86.0,6.0,0,1,0,0,0,0,1,0
0,89.0,73.0,71.0,10.0,1,2,1,0,0,0,0,0
1,87.0,71.0,76.0,9.0,1,1,2,0,0,0,0,0
0,94.0,74.0,82.0,7.0,1,1,1,0,0,0,1,0
1,95.0,75.0,85.0,8.0,1,0,1,0,0,0,1,0
0,97.0,76.0,70.0,9.0,0,1,2,0,0,0,0,0
0,99.0,83.0,77.0,9.0,0,0,0,0,0,0,2,0
0,85.0,74.0,74.0,7.0,0,0,2,0,0,0,0,0
1,94.0,84.0,90.0,7.0,0,0,1,0,0,0,0,0
1,88.0,72.0,83.0,8.0,0,1,1,1,0,0,2,0
0,94.0,73.0,78.0,5.0,1,1,1,0,1,0,0,0
1,90.0,80.0,72.0,10.0,0,2,0,0,0,0,0,0
0,100.0,88.0,82.0,7.0,0,1,1,0,0,1,0,0
1,95.0,87.0,83.0,7.0,1,1,0,0,0,0,0,0
1,99.0,89.0,86.0,10.0,1,0,2,0,0,0,2,0
0,97.0,83.0,76.0,6.0,0,2,1,0,0,1,0,0
0,98.0,84.0,90.0,5.0,0,0,1,0,0,0,2,0
0,96.0,83.0,79.0,8.0,1,1,1,0,0,0,1,0
0,89.0,82.0,76.0,7.0,0,0,1,0,0,0,2,0
1,85.0,73.0,77.0,9.0,1,2,2,0,0,0,1,0
1,87.0,81.0,80.0,5.0,0,1,1,0,0,0,1,0
1,80.0,78.0,89.0,7.0,1,2,1,0,0,0,1,0
0,90.0,79.0,85.0,6.0,1,0,1,0,0,0,1,0
0,90.0,80.0,82.0,9.0,1,1,0,0,0,0,1,0
1,91.0,73.0,73.0,6.0,0,1,0,0,0,0,1,0
0,99.0,77.0,73.0,7.0,0,0,2,0,0,0,1,0
1,98.0,71.0,80.0,9.0,1,1,1,0,0,0,0,0
1,83.0,90.0,85.0,10.0,0,0,1,0,0,1,2,0
1,87.0,72.0,85.0,9.0,1,1,1,0,0,0,1,0
1,88.0,75.0,75.0,7.0,1,1,1,0,0,0,1,0
1,87.0,88.0,72.0,8.0,0,1,1,0,0,0,0,0
0,96.0,80.0,78.0,8.0,1,0,0,0,0,0,0,0
0,90.0,73.0,88.0,9.0,0,1,2,0,0,0,2,0
0,91.0,78.0,81.0,9.0,1,0,0,0,0,0,1,0
1,97.0,72.0,76.0,10.0,1,2,1,0,0,0,0,0
1,96.0,74.0,76.0,9.0,0,0,2,0,0,0,1,0
1,83.0,71.0,73.0,6.0,0,0,1,0,0,0,2,0
1,94.0,79.0,79.0,9.0,1,1,2,0,0,1,0,0
0,89.0,86.0,86.0,9.0,0,2,2,0,0,0,2,0
0,86.0,82.0,89.0,9.0,0,2,1,0,0,0,1,0
1,81.0,82.0,80.0,10.0,1,0,0,0,0,0,0,0
1,90.0,74.0,73.0,8.0,0,1,0,0,0,0,2,0
1,87.0,77.0,84.0,8.0,0,1,2,0,0,1,1,0
0,85.0,87.0,85.0,5.0,0,0,0,0,0,0,0,0
0,94.0,72.0,71.0,8.0,0,1,1,0,0,0,0,0
0,95.0,87.0,87.0,7.0,1,1,0,0,0,1,2,0
1,85.0,80.0,87.0,10.0,1,1,0,0,0,0,1,0
1,81.0,87.0,79.0,10.0,1,2,1,1,0,1,0,0
0,97.0,76.0,81.0,9.0,0,1,2,0,0,0,1,0
1,80.0,77.0,84.0,5.0,1,1,2,0,0,1,1,0
0,99.0,85.0,84.0,7.0,0,1,2,0,0,0,1,0
1,93.0,86.0,70.0,8.0,0,1,2,0,0,1,0,0
0,86.0,75.0,72.0,5.0,1,1,0,1,0,0,1,0
1,85.0,89.0,73.0,6.0,0,2,2,0,0,0,0,0
0,80.0,72.0,85.0,9.0,0,2,1,0,0,0,0,0
0,85.0,71.0,79.0,6.0,0,1,0,0,0,1,1,0
